ΑΘΗΝΑΣ ΧΟΛΑΡΓΟΣ
ΑΘΗΝΑΣ ΑΝΑΤ. ΑΓ.ΠΑΡΑΣΚΕΥΗ
ΑΘΗΝΑΣ ΔΥΤ. ΠΕΡΙΣΤΕΡΙ
ΑΘΗΝΑΣ ΝΟΤ. ΑΛΙΜΟΣ
ΑΤΤΙΚΗΣ ΑΝΑΤ. ΠΑΛΗΝΗ
ΑΤΤΙΚΗΣ ΔΥΤ. ΕΛΕΥΣΙΝΑ
ΠΕΙΡΑΙΑ ΚΑΜΙΝΙΑ
ΑΙΤΩΛΟΑΚ/ΝΙΑΣ ΑΓΡΙΝΙΟ
ΑΙΤΩΛΟΑΚ/ΝΙΑΣ ΜΕΣΟΛΟΓΓΙ
ΑΙΤΩΛΟΑΚ/ΝΙΑΣ ΝΑΥΠΑΚΤΟΣ
ΑΡΓΟΛΙΔΑΣ ΝΑΥΠΛΙΟ
ΑΡΚΑΔΙΑΣ ΤΡΙΠΟΛΗ
ΑΡΤΑΣ ΑΡΤΑ
ΑΧΑΪΑΣ ΑΙΓΙΟ
ΑΧΑΪΑΣ ΠΑΤΡΑ
ΒΟΙΩΤΙΑΣ ΘΗΒΑ
ΒΟΙΩΤΙΑΣ ΛΙΒΑΔΕΙΑ
ΓΡΕΒΕΝΩΝ ΓΡΕΒΕΝΑ
ΔΡΑΜΑΣ ΔΡΑΜΑ
ΔΩΔΕΚΑΝΗΣΟΥ ΚΑΛΥΜΝΟΣ
ΔΩΔΕΚΑΝΗΣΟΥ ΚΩΣ
ΔΩΔΕΚΑΝΗΣΟΥ ΡΟΔΟΣ
ΕΒΡΟΥ ΑΛΕΞ/ΠΟΛΗ
ΕΒΡΟΥ ΟΡΕΣΤΙΑΔΑ
ΕΥΒΟΙΑΣ ΑΛΙΒΕΡΙ
ΕΥΒΟΙΑΣ ΙΣΤΙΑΙΑ
ΕΥΒΟΙΑΣ ΧΑΛΚΙΔΑ
ΕΥΡΥΤΑΝΙΑΣ ΚΑΡΠΕΝΗΣΙ
ΖΑΚΥΝΘΟΥ ΖΑΚΥΝΘΟΣ
ΗΛΕΙΑΣ ΑΜΑΛΙΑΔΑ
ΗΛΕΙΑΣ ΠΥΡΓΟΣ
ΗΜΑΘΙΑΣ ΒΕΡΟΙΑ
ΗΡΑΚΛΕΙΟΥ ΑΡΚΑΛΟΧΩΡΙ
ΗΡΑΚΛΕΙΟΥ ΗΡΑΚΛΕΙΟ
ΗΡΑΚΛΕΙΟΥ ΜΟΙΡΕΣ
ΘΕΣΠΡΩΤΙΑΣ ΗΓΟΥΜΕΝΙΤΣΑ
ΘΕΣΣΑΛΟΝΙΚΗΣ ΘΕΣΣΑΛΟΝΙΚΗ ΑΝ.
ΘΕΣΣΑΛΟΝΙΚΗΣ ΘΕΣΣΑΛΟΝΙΚΗ ΔΥΤ.
ΙΩΑΝΝΙΝΩΝ ΙΩΑΝΝΙΝΑ
ΚΑΒΑΛΑΣ ΚΑΒΑΛΑ
ΚΑΡΔΙΤΣΑΣ ΚΑΡΔΙΤΣΑ
ΚΑΣΤΟΡΙΑΣ ΚΑΣΤΟΡΙΑ
ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑ
ΚΕΦΑΛΛΗΝΙΑΣ ΑΡΓΟΣΤΟΛΙ
ΚΙΛΚΙΣ ΓΟΥΜΕΝΙΣΑ
ΚΙΛΚΙΣ ΚΙΛΚΙΣ
ΚΟΖΑΝΗΣ ΚΟΖΑΝΗ
ΚΟΖΑΝΗΣ ΠΤΟΛΕΜΑΙΔΑ
ΚΟΡΙΝΘΙΑΣ ΚΟΡΙΝΘΟΣ
ΚΥΚΛΑΔΩΝ ΑΝΔΡΟΣ
ΚΥΚΛΑΔΩΝ ΝΑΞΟΣ
ΚΥΚΛΑΔΩΝ ΜΗΛΟΣ
ΚΥΚΛΑΔΩΝ ΠΑΡΟΣ
ΚΥΚΛΑΔΩΝ ΣΑΝΤΟΡΙΝΗ
ΚΥΚΛΑΔΩΝ ΣΥΡΟΣ
ΚΥΚΛΑΔΩΝ ΤΗΝΟΣ
ΛΑΚΩΝΙΑΣ ΣΠΑΡΤΗ
ΛΑΡΙΣΗΣ ΛΑΡΙΣΑ
ΛΑΣΙΘΙΟΥ ΑΓ.ΝΙΚΟΛΑΟΣ
ΛΑΣΙΘΙΟΥ ΙΕΡΑΠΕΤΡΑ
ΛΑΣΙΘΙΟΥ ΣΗΤΕΙΑ
ΛΕΣΒΟΥ ΜΥΡΙΝΑ
ΛΕΣΒΟΥ ΜΥΤΙΛΗΝΗ
ΛΕΥΚΑΔΑΣ ΛΕΥΚΑΔΑ
ΜΑΓΝΗΣΙΑΣ ΒΟΛΟΣ
ΜΕΣΣΗΝΙΑΣ ΚΑΛΑΜΑΤΑ
ΞΑΝΘΗΣ ΞΑΝΘΗ
ΠΕΛΛΑΣ ΓΙΑΝΝΙΤΣΑ
ΠΕΛΛΑΣ ΕΔΕΣΣΑ
ΠΙΕΡΙΑΣ ΚΑΤΕΡΙΝΗ
ΠΡΕΒΕΖΗΣ ΠΡΕΒΕΖΑ
ΡΕΘΥΜΝΗΣ ΡΕΘΥΜΝΟ
ΡΟΔΟΠΗΣ ΚΟΜΟΤΗΝΗ
ΣΑΜΟΥ ΣΑΜΟΣ
ΣΕΡΡΩΝ ΣΕΡΡΕΣ
ΤΡΙΚΑΛΩΝ ΤΡΙΚΑΛΑ
ΦΘΙΩΤΙΔΑΣ ΑΤΑΛΑΝΤΗ
ΦΘΙΩΤΙΔΑΣ ΛΑΜΙΑ
ΦΛΩΡΙΝΑΣ ΑΜΥΝΤΑΙΟ
ΦΛΩΡΙΝΑΣ ΦΛΩΡΙΝΑ
ΦΩΚΙΔΑΣ ΑΜΦΙΣΣΑ
ΧΑΛΚΙΔΙΚΗΣ ΠΟΛΥΓΥΡΟΣ
ΧΑΝΙΩΝ ΧΑΝΙΑ
ΧΙΟΥ ΧΙΟΣ
