"ΤΕΛΩΝΕΙΟ ΑΘΗΝΩΝ"
"ΤΕΛΩΝΕΙΟ ΒΙΟΜΗΧΑΝΙΑΣ ΚΑΙ ΕΥΛΕΚΤΩΝ ΥΛΩΝ"
"ΤΕΛΩΝΕΙΟ ΜΕΣΟΛΟΓΓΙΟΥ"
"ΤΕΛΩΝΕΙΟ AΓΡΙΝΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΑΜΦΙΛΟΧΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΑΣΤΑΚΟΥ"
"ΤΕΛΩΝΕΙΟ ΑΧΑΡΝΩΝ"
"ΤΕΛΩΝΕΙΟ ΛΑΥΡΙΟΥ"
"ΤΕΛΩΝΕΙΟ Δ.Α.Α. «ΕΛΕΥΘΕΡΙΟΣ ΒΕΝΙΖΕΛΟΣ»"
"ΤΕΛΩΝΕΙΟ ΝΑΥΠΛΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΤΡΙΠΟΛΕΩΣ"
"ΤΕΛΩΝΕΙΟ ΑΡΤΑΣ"
"ΤΕΛΩΝΕΙΟ ΠΑΤΡΩΝ"
"ΤΕΛΩΝΕΙΟ ΑΙΓΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΘΗΒΩΝ"
"ΤΕΛΩΝΕΙΟ ΑΝΤΙΚΥΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΟΙΝΟΦΥΤΩΝ"
"ΤΕΛΩΝΕΙΟ ΔΡΑΜΑΣ"
"ΤΕΛΩΝΕΙΟ ΕΞΟΧΗΣ"
"ΤΕΛΩΝΕΙΟ ΕΛΕΥΣΙΝΟΣ"
"ΤΕΛΩΝΕΙΟ ΡΟΔΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΑΛΥΜΝΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΑΡΠΑΘΟΥ"
"ΤΕΛΩΝΕΙΟ ΛΕΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΩ"
"ΤΕΛΩΝΕΙΟ ΠΑΤΜΟΥ"
"ΤΕΛΩΝΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ"
"ΤΕΛΩΝΕΙΟ ΝΕΑΣ ΟΡΕΣΤΙΑΔΟΣ"
"ΤΕΛΩΝΕΙΟ ΚΗΠΩΝ ΕΒΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΟΡΜΕΝΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΠΥΘΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΧΑΛΚΙΔΟΣ"
"ΤΕΛΩΝΕΙΟ ΑΛΙΒΕΡΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΖΑΚΥΝΘΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΑΤΑΚΩΛΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΥΛΛΗΝΗΣ"
"ΤΕΛΩΝΕΙΟ ΒΕΡΟΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΗΡΑΚΛΕΙΟΥ"
"ΤΕΛΩΝΕΙΟ Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ Γ' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ Δ' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ Ε' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ ΣΤ' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ Ζ' ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ ΔΙΕΥΘΥΝΣΗ ΤΕΛΩΝΕΙΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ ΜΗΧΑΝΙΩΝΑΣ"
"ΤΕΛΩΝΕΙΟ ΣΤΑΥΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΗΓΟΥΜΕΝΙΤΣΑΣ"
"ΤΕΛΩΝΕΙΟ ΣΑΓΙΑΔΑΣ"
"ΤΕΛΩΝΕΙΟ ΜΑΥΡΟΜΑΤΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΜΑΥΡΟΜΑΤΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΙΩΑΝΝΙΝΩΝ"
"ΤΕΛΩΝΕΙΟ ΚΑΚΑΒΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΚΑΒΑΛΑΣ"
"ΤΕΛΩΝΕΙΟ ΕΛΕΥΘΕΡΩΝ"
"ΤΕΛΩΝΕΙΟ ΚΑΡΔΙΤΣΑΣ"
"ΤΕΛΩΝΕΙΟ ΚΑΣΤΟΡΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΚΕΡΚΥΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΑΡΓΟΣΤΟΛΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΙΘΑΚΗΣ"
"ΤΕΛΩΝΕΙΟ ΕΥΖΩΝΩΝ"
"ΤΕΛΩΝΕΙΟ ΔΟΙΡΑΝΗΣ"
"ΤΕΛΩΝΕΙΟ ΕΙΔΟΜΕΝΗΣ"
"ΤΕΛΩΝΕΙΟ ΚΙΛΚΙΣ"
"ΤΕΛΩΝΕΙΟ ΠΤΟΛΕΜΑΙΔΟΣ"
"ΤΕΛΩΝΕΙΟ ΣΙΑΤΙΣΤΗΣ"
"ΤΕΛΩΝΕΙΟ ΚΟΡΙΝΘΟΥ"
"ΤΕΛΩΝΕΙΟ ΑΓ. ΘΕΟΔΩΡΩΝ"
"ΤΕΛΩΝΕΙΟ ΙΣΘΜΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΣΙΚΙΩΝΟΣ"
"ΤΕΛΩΝΕΙΟ ΣΥΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΜΗΛΟΥ"
"ΤΕΛΩΝΕΙΟ ΠΑΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΜΥΚΟΝΟΥ"
"ΤΕΛΩΝΕΙΟ ΝΑΞΟΥ"
"ΤΕΛΩΝΕΙΟ ΘΗΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΓΑΥΒΡΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΤΗΝΟΥ"
"ΤΕΛΩΝΕΙΟ ΓΥΘΕΙΟΥ"
"ΤΕΛΩΝΕΙΟ ΝΕΑΠΟΛΕΩΣ ΒΟΙΩΝ"
"ΤΕΛΩΝΕΙΟ ΜΟΝΕΜΒΑΣΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΛΑΡΙΣΣΗΣ"
"ΤΕΛΩΝΕΙΟ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ"
"ΤΕΛΩΝΕΙΟ ΙΕΡΑΠΕΤΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΣΗΤΕΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΜΥΤΙΛΗΝΗΣ"
"ΤΕΛΩΝΕΙΟ ΓΕΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΜΥΡΙΝΗΣ"
"ΤΕΛΩΝΕΙΟ ΠΟΛΥΧΝΙΤΟΥ"
"ΤΕΛΩΝΕΙΟ ΛΕΥΚΑΔΟΣ"
"ΤΕΛΩΝΕΙΟ ΒΟΛΟΥ"
"ΤΕΛΩΝΕΙΟ ΑΛΜΥΡΟΥ"
"ΤΕΛΩΝΕΙΟ ΣΚΙΑΘΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΑΛΑΜΑΤΑΣ"
"ΤΕΛΩΝΕΙΟ ΠΥΛΟΥ"
"ΤΕΛΩΝΕΙΟ ΚΥΠΑΡΙΣΣΙΑΣ"
"ΤΕΛΩΝΕΙΟ ΞΑΝΘΗΣ"
"ΤΕΛΩΝΕΙΟ ΠΟΡΤΟ-ΛΑΓΟΣ"
"ΤΕΛΩΝΕΙΟ Α ́ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ Β ́ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ Γ ́ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ Ε ́ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ ΣΤ ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ Ζ' ΤΕΛΩΝΕΙΟ ΠΕΙΡΑΙΩΣ"
"ΤΕΛΩΝΕΙΟ ΑΤΤΙΚΗΣ"
"ΤΕΛΩΝΕΙΟ ΣΚΥΔΡΑΣ"
"ΤΕΛΩΝΕΙΟ ΚΑΤΕΡΙΝΗΣ"
